path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
MTCDZ_10wks_5mm/20230209 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	145867264	1337b52be8b6ff62f2ee90cb4c53b3a3	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-1.avi
MTCDZ_10wks_5mm/20230209 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	159956992	0e75fcf544a1e94049be47f30ae4f898	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-2.avi
MTCDZ_10wks_5mm/20230209 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	247761408	ec375f505530c7ce87a841c3e7687f2f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-3.avi
MTCDZ_10wks_5mm/20230209 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	208797696	62f93cb5a7407f0ebb7a73f4ce20eba5	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-4.avi
MTCDZ_10wks_5mm/20230209 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	114714624	126c2a0f50e75d283c0db046196900c1	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-5.avi
MTCDZ_10wks_5mm/20230209 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	175583232	678ee93194ce302abf728c6fa1b8ebe6	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-6.avi
MTCDZ_10wks_5mm/20230209 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	177197056	43d9a9f325957032ebfca77ac1521dd9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-7.avi
MTCDZ_10wks_5mm/20230209 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	173024256	b75158fea208d5b1a54dbe2e5f338031	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration-8.avi
MTCDZ_10wks_5mm/20230209 calibration.smp	N/A	N/A	N/A	N/A	N/A	14848	6152f107f0af1f74d52c51203f58499f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230209 calibration.smp
MTCDZ_10wks_5mm/20230317 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	71032832	581e06520d559a1a1424dd67b8b525fd	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230317 calibration-1.avi
MTCDZ_10wks_5mm/20230317 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	37555200	ae590ffcb7e098fb05e63a6dafb36c30	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_5mm/20230317 calibration-2.avi
