path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-1.avi	PCCD3	10	25mm	1	1	75698176	5242aa1cc62b5b03f529776494a913c6	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-1.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-2.avi	PCCD3	10	25mm	1	2	50962944	e77b4d031dcd48a94f7f2db2ed073489	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-2.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-3.avi	PCCD3	10	25mm	1	3	80030720	18e2921c524cdc0a45fb1c5d839eb4a0	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-3.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-4.avi	PCCD3	10	25mm	1	4	31005184	9379b61e72381cfeb3fb34e17454a889	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-4.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-5.avi	PCCD3	10	25mm	1	5	71834624	6c0a41438f8d8b2e7ed5965f18aecd92	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-5.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-6.avi	PCCD3	10	25mm	1	6	61790720	a48afd903648b275e91260d6630dec1d	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-6.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-7.avi	PCCD3	10	25mm	1	7	82487296	4dccf76fe9dba5435c0ba41618f24cb7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-7.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-8.avi	PCCD3	10	25mm	1	8	84009984	4d95dceddf0c24a6c09210dcd631d7d7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1-8.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1.smp	PCCD3	10	25mm	1	N/A	14848	d5b385d0436396e427967fb3c9acfd7b	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run1.smp
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run2-1.avi	PCCD3	10	25mm	2	1	30624256	bada37cd07e7dd7bc3cd3043a57fdbd5	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run2-1.avi
PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run2-2.avi	PCCD3	10	25mm	2	2	20421120	ab851a711b53f04aeb7596a53e972800	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/PCCD3_9wks_25mm/PCCD3_Mouse10_25mm_run2-2.avi
