path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
JTBEQ_12wks_5mm/20230303 calibration.smp	N/A	N/A	N/A	N/A	N/A	14848	61192a6c6373bc907197de698f2c2d43	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration.smp
JTBEQ_12wks_5mm/20230303 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	101506048	b11d1a055d52d587a020cd9685fbfcd3	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-1.avi
JTBEQ_12wks_5mm/20230303 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	113670144	3d3326dfa31835bd3f7fa6d8407c1c18	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-2.avi
JTBEQ_12wks_5mm/20230303 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	175383040	0f52d2ab859b10f6b692e95a3ebf1163	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-3.avi
JTBEQ_12wks_5mm/20230303 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	150187008	9a353b86b50f2dff8a2869a300aebffb	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-4.avi
JTBEQ_12wks_5mm/20230303 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	61910016	ae013e19b818d57e3a42b83f6184ea74	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-5.avi
JTBEQ_12wks_5mm/20230303 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	128476160	dd3ac0772e6062cff33cb15b06b9ec23	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-6.avi
JTBEQ_12wks_5mm/20230303 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	139332608	e286e0aba918449eb21bffbceb9b916e	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-7.avi
JTBEQ_12wks_5mm/20230303 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	123847680	0e962a11027ea838742a0194fa0807f0	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/20230303 calibration-8.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1.smp	JTBEQ	1271	5mm	1	N/A	14848	315ceeb36568fb964a3a0ebb3ee4676e	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1.smp
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-1.avi	JTBEQ	1271	5mm	1	1	66266624	15e1f52cd416b19c92c39e93f2b591f9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-1.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-2.avi	JTBEQ	1271	5mm	1	2	74375168	7489c7f39487941a22b27e030eacabeb	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-2.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-3.avi	JTBEQ	1271	5mm	1	3	116040192	0a3c4f5e0f63a284f3898c7118e95914	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-3.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-4.avi	JTBEQ	1271	5mm	1	4	97161216	731fefbcb1e80129181a9a87af3da5d1	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-4.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-5.avi	JTBEQ	1271	5mm	1	5	38209536	1a302f199ba731c17458e6bb2ac8bcc7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-5.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-6.avi	JTBEQ	1271	5mm	1	6	85450752	00516f7fa7cd3abf0bea3b2e60878ed7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-6.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-7.avi	JTBEQ	1271	5mm	1	7	90623488	ebf739b00d93e2ba34f4ae81320e275c	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-7.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-8.avi	JTBEQ	1271	5mm	1	8	79560704	a70eebbd1303b07b82d742c2af68c3c0	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run1-8.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2.smp	JTBEQ	1271	5mm	2	N/A	14848	1ff9d04ffe93246c23b3abaaedd59953	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2.smp
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-1.avi	JTBEQ	1271	5mm	2	1	51054592	25d5795a0fa860d3d800758cc94dfad1	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-1.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-2.avi	JTBEQ	1271	5mm	2	2	57199616	604c4e4ec25d19f2e3c43a67bab7977f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-2.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-3.avi	JTBEQ	1271	5mm	2	3	89022976	961c91f4d584b0dbe83daadf0685f136	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-3.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-4.avi	JTBEQ	1271	5mm	2	4	74466816	a402bfeec163ece67c2dafc75d8efcfe	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-4.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-5.avi	JTBEQ	1271	5mm	2	5	29457408	e8946e2092f1e1f26ae173d37f27521d	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-5.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-6.avi	JTBEQ	1271	5mm	2	6	65998848	4913318ba06cb4df1b85697b414c1ef1	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-6.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-7.avi	JTBEQ	1271	5mm	2	7	70320640	5c05604ac082ade9e9720d94bb4ff5b9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-7.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-8.avi	JTBEQ	1271	5mm	2	8	61451776	aedb1a13c9e2c469e71289c0edca7acd	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run2-8.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3.smp	JTBEQ	1271	5mm	3	N/A	14848	c31058a4ae1009faca7af7bb88b1d393	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3.smp
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-1.avi	JTBEQ	1271	5mm	3	1	48113664	ef9c76285f32b01b0b77dba4e218a3dc	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-1.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-2.avi	JTBEQ	1271	5mm	3	2	54351872	eceb07ed2d6f723f5cc6757aa953b8bb	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-2.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-3.avi	JTBEQ	1271	5mm	3	3	84008448	ed52dd0cf787dc57614c1d2f399378c6	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-3.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-4.avi	JTBEQ	1271	5mm	3	4	70114816	698f3baad8fcd18ebdea5cca3f5e574f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-4.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-5.avi	JTBEQ	1271	5mm	3	5	27690496	6a0d124fd2323af92394b0742eb8d83e	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-5.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-6.avi	JTBEQ	1271	5mm	3	6	62582272	40beb96a9b824aa755e69359cc7a3bea	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-6.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-7.avi	JTBEQ	1271	5mm	3	7	66176000	c0ec8f622fb0fd5a64c2fc8861fa43f3	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-7.avi
JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-8.avi	JTBEQ	1271	5mm	3	8	57767936	925c49447ef990cd26f32b5d30d188bf	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_5mm/JTBEQ_Mouse1271_5mm_Run3-8.avi
