path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
JTBEQ_12wks_25mm/JTBEQ_Mouse1289_25mm_Run3-8.avi	JTBEQ	1289	25mm	3	8	29139968	76259cfebfb45fa8058c1fd1a77977d9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1289_25mm_Run3-8.avi
JTBEQ_12wks_25mm/20230302 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	112322560	9e4ce7802fca38b8be18732e3de80e2d	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-1.avi
JTBEQ_12wks_25mm/20230302 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	129225216	b6acb75ff457e4b82fe0554f33251688	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-2.avi
JTBEQ_12wks_25mm/20230302 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	198166528	9ef704c8af7b0fc93cc063fc94552897	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-3.avi
JTBEQ_12wks_25mm/20230302 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	170362368	708c6645cad849042a5ced4a6d66a1b5	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-4.avi
JTBEQ_12wks_25mm/20230302 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	69377024	67fb25fa41eeb719cd687612c2c04318	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-5.avi
JTBEQ_12wks_25mm/20230302 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	145142784	7df2b72d782fdaf5a5ec905dba4f22a4	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-6.avi
JTBEQ_12wks_25mm/20230302 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	154040832	7afc4a22f0547caf1083e5b20a6ba6be	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-7.avi
JTBEQ_12wks_25mm/20230302 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	142154240	b8eed1596d0edc18b6d942b496072fe1	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibration-8.avi
JTBEQ_12wks_25mm/20230302 calibrationsmp.smp	N/A	N/A	N/A	N/A	N/A	14848	81a804fa57a02bb34647d45137c3a104	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/20230302 calibrationsmp.smp
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1.smp	JTBEQ	1271	25mm	1	N/A	14848	18f663a2792ee22ff25ad219573563c7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1.smp
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-1.avi	JTBEQ	1271	25mm	1	1	21330944	1884d9a232ed831d0d8b8a7ed02c6b38	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-1.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-2.avi	JTBEQ	1271	25mm	1	2	24620032	5b46957211d9074b69625cb2e0f61c3a	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-2.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-3.avi	JTBEQ	1271	25mm	1	3	37725696	497603d5c049a7a3f79ae7fdb764a45f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-3.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-4.avi	JTBEQ	1271	25mm	1	4	31656960	28b402b6fcc8c56024400b819ae794bd	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-4.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-5.avi	JTBEQ	1271	25mm	1	5	12844032	77c987f425550b53686661f9e3cb5ae5	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-5.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-6.avi	JTBEQ	1271	25mm	1	6	27906560	cab42e6c16584deeccfada039d26ddcc	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-6.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-7.avi	JTBEQ	1271	25mm	1	7	29415424	355cdfdfb9dde454487d6ad7d2b507cb	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-7.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-8.avi	JTBEQ	1271	25mm	1	8	26090496	88ce318bcaaee0782e63952b02b4989e	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run1-8.avi
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run2.smp	JTBEQ	1271	25mm	2	N/A	14848	b79f6de0c8ca173b9021328b85c012ee	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run2.smp
JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run2-1.avi	JTBEQ	1271	25mm	2	1	16713728	31db14bfed4886c974b5e22d31f10605	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTBEQ_12wks_25mm/JTBEQ_Mouse1271_25mm_Run2-1.avi
