path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-1.avi	JTDKE	1110	12 mm	1	1	42828288	abd17e4e0417202315f69aad4b48ac86	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-1.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-2.avi	JTDKE	1110	12 mm	1	2	20242432	9adbeb8c88d09112f6da18fd403e189a	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-2.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-3.avi	JTDKE	1110	12 mm	1	3	34605056	31ed97bb168666ed5f02e632c6d53847	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-3.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-4.avi	JTDKE	1110	12 mm	1	4	42082304	cf4c60f3432e3fd39447e4f7d95ac23d	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-4.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-5.avi	JTDKE	1110	12 mm	1	5	28829184	5bab8f0ff7d8375793da2e20df81ed95	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-5.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-6.avi	JTDKE	1110	12 mm	1	6	30341632	5da00630a446fc7bb858b28cf43c4414	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-6.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-7.avi	JTDKE	1110	12 mm	1	7	38249984	6184cc13dbf1f1f51401b1b99fa7a7fb	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-7.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-8.avi	JTDKE	1110	12 mm	1	8	42037248	012c03c196c65179e11d7afefa64b5c7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1-8.avi
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1.smp	JTDKE	1110	12 mm	1	N/A	14848	5302f222a125c50534eb297cfcabb88c	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run1.smp
JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run2-1.avi	JTDKE	1110	12 mm	2	1	60933632	aec8025787075835250be6be9aa3a137	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/JTDKE_12wks_12mm/JTDKE_Mouse1110_12 mm_Run2-1.avi
