path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
MTCKF_52wks_5mm/20230324 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	80675328	30333026e2182fad43843b64cff26a1b	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-1.avi
MTCKF_52wks_5mm/20230324 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	42058752	e9eca9a136af0c8ae76172dafe503a3c	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-2.avi
MTCKF_52wks_5mm/20230324 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	67825152	994e613b8dc2046454d8e4bd9a5e7fc7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-3.avi
MTCKF_52wks_5mm/20230324 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	85567488	a042e99a765b5a6fd92beef1d0f0458c	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-4.avi
MTCKF_52wks_5mm/20230324 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	57864192	5c9edaf508e3b3f998dc39a9ed7deea0	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-5.avi
MTCKF_52wks_5mm/20230324 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	57512448	a32099536a4af53e33af13116136fc26	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-6.avi
MTCKF_52wks_5mm/20230324 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	72199680	ad7a1e2ad0437e4baf9aaf6dc17cf007	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-7.avi
MTCKF_52wks_5mm/20230324 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	80531968	a4091e2b9dcd98ae47b6c4eae579b088	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration-8.avi
MTCKF_52wks_5mm/20230324 calibration.smp	N/A	N/A	N/A	N/A	N/A	14848	70b4c8cea795d5c7931f302046cd6a56	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/20230324 calibration.smp
MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run2.smp	MTCKF	431	5mm	2	N/A	14848	e61089035d6a093b5a53182caf0ff17b	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run2.smp
MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-1.avi	MTCKF	431	5mm	3	1	77049856	f477a175eaa7541a8460a56a334a7bcf	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-1.avi
MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-2.avi	MTCKF	431	5mm	3	2	37554688	78c16ab95e4ffed5ba639bbdb375bff2	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-2.avi
MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-3.avi	MTCKF	431	5mm	3	3	62381056	7b2f2dc0b87f1a997c3313e95fd71f26	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_5mm/MTCKF_Mouse431_5mm_Run3-3.avi
