path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
MTCDZ_10wks_25mm/20230207 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	146678272	e42f8cfa4aab47d3481ad14c2d56cdf7	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-1.avi
MTCDZ_10wks_25mm/20230207 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	161429504	82fb07e3e623eb7825ea942a4c15c2ff	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-2.avi
MTCDZ_10wks_25mm/20230207 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	245840896	f2a0326b99508925ce732bf10ec60103	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-3.avi
MTCDZ_10wks_25mm/20230207 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	207690240	aa96783817c329c7796d160ee4da1eed	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-4.avi
MTCDZ_10wks_25mm/20230207 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	115238400	3577f4a8b8e4c965cc20bfcdac6c096f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-5.avi
MTCDZ_10wks_25mm/20230207 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	177347072	ea2ac4e4add230a635c51616abbda7a3	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-6.avi
MTCDZ_10wks_25mm/20230207 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	176176640	d7a855792cf329d354ad4122a1ac16d0	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-7.avi
MTCDZ_10wks_25mm/20230207 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	172070400	21e20b95450fcab2ad312498d33ca340	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration-8.avi
MTCDZ_10wks_25mm/20230207 calibration.smp	N/A	N/A	N/A	N/A	N/A	14336	3b0001d556aafdc8030888cfd0cc788a	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230207 calibration.smp
MTCDZ_10wks_25mm/20230315 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	88307200	a13db79ec4d1e11aeb86fcbdc7db9077	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230315 calibration-1.avi
MTCDZ_10wks_25mm/20230315 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	100195328	7f24fd18146b6372b5745e8dbae4ba49	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230315 calibration-2.avi
MTCDZ_10wks_25mm/20230315 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	153608704	711f8d8892efef5ee535a2d5bd675050	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCDZ_10wks_25mm/20230315 calibration-3.avi
