path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-1.avi	C576J	11568	5mm	1	1	49044992	25c226c4a70cf3176fb3880a0903c14f	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-1.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-2.avi	C576J	11568	5mm	1	2	57876480	bf948230185fa1192e26bb031eac2227	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-2.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-3.avi	C576J	11568	5mm	1	3	92524032	c50b0199428d7253962c7419ba051f9a	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-3.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-4.avi	C576J	11568	5mm	1	4	76045824	7cb8054035f8e029e924eadc72c9c2c9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-4.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-5.avi	C576J	11568	5mm	1	5	39884288	9d0a66a844d55b148a9d197b11ed0677	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-5.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-6.avi	C576J	11568	5mm	1	6	64793600	3740e5330f18e93ecec7da39c6d404df	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-6.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-7.avi	C576J	11568	5mm	1	7	62948352	0c5ad7b771a3c3c43516ea7f0a0c2219	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-7.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-8.avi	C576J	11568	5mm	1	8	61766144	9661ae01b8769571364df89b7ebe239e	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1-8.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1.smp	C576J	11568	5mm	1	N/A	14848	c712cc2dac6735f0060d29dea9340716	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run1.smp
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-1.avi	C576J	11568	5mm	2	1	52948992	a1dbd21f2fbdf5d879c2bf3197cb7077	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-1.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-2.avi	C576J	11568	5mm	2	2	63550464	31514384337c42807c109d632bc42d85	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-2.avi
C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-3.avi	C576J	11568	5mm	2	3	100665344	c80f296e3415cb741b3f9206089e1fdf	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Gatto/C576J_36wks_5mm/C576J_Mouse11568_5mm_Run2-3.avi
