path[POSIX]	ID_prefix	mouse_number	experiment	run	camera	size[bytes]	checksum[md5]	url
MTCKF_52wks_25mm/MTCKF_Mouse504_25mm_Run4-8.avi	MTCKF	504	25mm	4	8	20958720	7c1b4aae1b605978afedcee45362a786	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/MTCKF_Mouse504_25mm_Run4-8.avi
MTCKF_52wks_25mm/20230322 calibration.smp	N/A	N/A	N/A	N/A	N/A	14848	1341958a5269b846eeda5b94ed4d31a2	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration.smp
MTCKF_52wks_25mm/20230322 calibration-1.avi	N/A	N/A	N/A	N/A	N/A	111514624	712823fc506df094ad41703670eca431	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-1.avi
MTCKF_52wks_25mm/20230322 calibration-2.avi	N/A	N/A	N/A	N/A	N/A	58446848	145e80d30d4370659ce674837f5a1019	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-2.avi
MTCKF_52wks_25mm/20230322 calibration-3.avi	N/A	N/A	N/A	N/A	N/A	93913088	18ad21a85c16860754c74d4320f52e35	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-3.avi
MTCKF_52wks_25mm/20230322 calibration-4.avi	N/A	N/A	N/A	N/A	N/A	118499840	a5ba52aa8b65122bf523cacba5f2021a	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-4.avi
MTCKF_52wks_25mm/20230322 calibration-5.avi	N/A	N/A	N/A	N/A	N/A	80369152	7d31beb42c5c634dcf3332946b4c02ca	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-5.avi
MTCKF_52wks_25mm/20230322 calibration-6.avi	N/A	N/A	N/A	N/A	N/A	79811072	5d1e979944683b43b8efee8dae9df40d	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-6.avi
MTCKF_52wks_25mm/20230322 calibration-7.avi	N/A	N/A	N/A	N/A	N/A	100194304	be5b4a8165d5b33394667ffef300427c	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-7.avi
MTCKF_52wks_25mm/20230322 calibration-8.avi	N/A	N/A	N/A	N/A	N/A	110964224	d56357970ed3fc605baec1a9cda187f4	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/20230322 calibration-8.avi
MTCKF_52wks_25mm/MTCKF_Mouse431_25mm_Run1.smp	MTCKF	431	25mm	1	N/A	14848	a9dd1346222aeef94b10bdd913cdadb9	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/MTCKF_Mouse431_25mm_Run1.smp
MTCKF_52wks_25mm/MTCKF_Mouse431_25mm_Run1-1.avi	MTCKF	431	25mm	1	1	57783296	4107a91f3dabb4a5e3cb217bfca65090	//uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion///uk-koeln.lokal/daten/Neurologie/AG Gatto/CRC1451-Z02/RawData_SIMI_Motion/AG Kononenko/MTCKF_52wks_25mm/MTCKF_Mouse431_25mm_Run1-1.avi
